
MGV-GENOME-0237056_29, VPC-287, NULL
MGV-GENOME-0272528_22, VPC-1988, Siphoviridae
MGV-GENOME-0305560_40, VPC-1718, Myoviridae
MGV-GENOME-0157345_7, VPC-358, NULL
MGV-GENOME-0250800_34, VPC-9, NULL
MGV-GENOME-0271955_61, VPC-713, NULL
MGV-GENOME-0327549_46, VPC-152, NULL
MGV-GENOME-0292121_5, VPC-744, NULL
MGV-GENOME-0132628_18, VPC-1387, Siphoviridae
MGV-GENOME-0013901_8, VPC-2755, Siphoviridae
MGV-GENOME-0245153_24, VPC-885, NULL
MGV-GENOME-0216669_6, VPC-152, Siphoviridae
MGV-GENOME-0176134_31, VPC-2734, NULL
MGV-GENOME-0014357_7, VPC-2755, Siphoviridae
MGV-GENOME-0153789_22, VPC-8, Siphoviridae
MGV-GENOME-0167593_27, VPC-283, Siphoviridae
MGV-GENOME-0318585_36, VPC-268, NULL
MGV-GENOME-0343108_22, VPC-3444, NULL
MGV-GENOME-0191590_14, VPC-1387, Siphoviridae
MGV-GENOME-0341074_35, VPC-152, NULL
MGV-GENOME-0211769_21, VPC-307, Myoviridae
MGV-GENOME-0057681_17, VPC-157179, Siphoviridae
MGV-GENOME-0223257_21, VPC-562, Myoviridae
MGV-GENOME-0260295_63, VPC-69, Siphoviridae
MGV-GENOME-0337189_73, VPC-69, Siphoviridae
MGV-GENOME-0217378_38, VPC-8, NULL
MGV-GENOME-0271542_36, VPC-358, Siphoviridae
MGV-GENOME-0283053_46, VPC-358, NULL
MGV-GENOME-0346197_18, VPC-484, NULL
MGV-GENOME-0215377_22, VPC-656, NULL
MGV-GENOME-0251481_27, VPC-8, NULL
MGV-GENOME-0249323_5, VPC-744, NULL
MGV-GENOME-0240386_2, VPC-3984, NULL
MGV-GENOME-0295036_75, VPC-744, NULL
MGV-GENOME-0371581_70, VPC-69, Siphoviridae
MGV-GENOME-0188401_2, VPC-562, Siphoviridae
MGV-GENOME-0234853_42, VPC-2734, Siphoviridae
MGV-GENOME-0206881_27, VPC-8, NULL
MGV-GENOME-0276287_15, VPC-27, Myoviridae
MGV-GENOME-0227157_17, VPC-656, Myoviridae
MGV-GENOME-0280640_38, VPC-307, Siphoviridae
MGV-GENOME-0200666_21, VPC-1387, Siphoviridae
MGV-GENOME-0210128_16, VPC-8406, Siphoviridae
MGV-GENOME-0189257_12, VPC-8, Siphoviridae
MGV-GENOME-0330100_38, VPC-152, NULL
MGV-GENOME-0155177_10, VPC-8, Siphoviridae
MGV-GENOME-0335667_69, VPC-9, NULL
MGV-GENOME-0169449_18, VPC-8327, Siphoviridae
MGV-GENOME-0342085_39, VPC-98089, NULL
MGV-GENOME-0014480_11, VPC-2755, Siphoviridae
MGV-GENOME-0318995_54, VPC-27, Myoviridae
MGV-GENOME-0237596_2, VPC-283, Siphoviridae
MGV-GENOME-0211483_34, VPC-283, Siphoviridae
MGV-GENOME-0236657_22, VPC-307, Siphoviridae
MGV-GENOME-0331727_99, VPC-9, NULL
MGV-GENOME-0264438_22, VPC-287, NULL
MGV-GENOME-0171577_24, VPC-9, Siphoviridae
MGV-GENOME-4427147_75, VPC-9, Siphoviridae
MGV-GENOME-0191710_15, VPC-1219, Siphoviridae
MGV-GENOME-0054409_6, VPC-20126, Siphoviridae
MGV-GENOME-0332937_41, VPC-9, NULL
MGV-GENOME-0188760_24, VPC-9, Siphoviridae
MGV-GENOME-0274934_13, VPC-787, Siphoviridae
MGV-GENOME-0225966_28, VPC-885, NULL
MGV-GENOME-0349837_59, VPC-484, NULL
MGV-GENOME-0150824_19, VPC-11939, Podoviridae
MGV-GENOME-0200747_3, VPC-6045, Siphoviridae
MGV-GENOME-0362607_39, VPC-744, NULL
MGV-GENOME-0261277_27, VPC-562, NULL
MGV-GENOME-0314585_27, VPC-287, NULL
MGV-GENOME-0313810_22, VPC-9, NULL
MGV-GENOME-0253288_19, VPC-1988, Siphoviridae
MGV-GENOME-0327043_30, VPC-27, Myoviridae
MGV-GENOME-0294915_37, VPC-1718, Myoviridae
MGV-GENOME-0333882_31, VPC-9, NULL
MGV-GENOME-0132624_5, VPC-8, NULL
MGV-GENOME-0172261_3, VPC-13307, Siphoviridae
MGV-GENOME-0319069_35, VPC-27, Myoviridae
MGV-GENOME-0292964_31, VPC-9, Siphoviridae
MGV-GENOME-0330737_75, VPC-69, Siphoviridae
MGV-GENOME-0291696_33, VPC-27, Myoviridae
MGV-GENOME-0318837_35, VPC-27, Myoviridae
MGV-GENOME-0305592_24, VPC-27, Myoviridae
MGV-GENOME-0262469_17, VPC-3454, NULL
MGV-GENOME-4418922_29, VPC-152, Siphoviridae
MGV-GENOME-0269295_23, VPC-5147, Siphoviridae
MGV-GENOME-0356997_10, VPC-5791, NULL
MGV-GENOME-0306251_38, VPC-1589, Siphoviridae
MGV-GENOME-0248125_24, VPC-502, Myoviridae
MGV-GENOME-0202677_13, VPC-8, NULL
MGV-GENOME-0289408_14, VPC-562, Myoviridae
MGV-GENOME-0171597_20, VPC-283, Siphoviridae
MGV-GENOME-0303256_28, VPC-656, Myoviridae
MGV-GENOME-0116840_10, VPC-2755, Siphoviridae
MGV-GENOME-0255741_27, VPC-562, NULL
MGV-GENOME-0220690_7, VPC-8, NULL
MGV-GENOME-0210201_11, VPC-8, Siphoviridae
MGV-GENOME-0248684_44, VPC-3984, NULL
MGV-GENOME-0303696_53, VPC-268, Siphoviridae
MGV-GENOME-0317089_26, VPC-656, NULL
MGV-GENOME-0315579_43, VPC-1589, NULL
MGV-GENOME-0353363_100, VPC-9, NULL
MGV-GENOME-0323428_41, VPC-152, NULL
MGV-GENOME-0305609_4, VPC-9, NULL
MGV-GENOME-0250974_39, VPC-27, NULL
MGV-GENOME-0221442_33, VPC-8, Siphoviridae
MGV-GENOME-0315753_30, VPC-27, Myoviridae
MGV-GENOME-0247687_28, VPC-27, Myoviridae
MGV-GENOME-0297939_35, VPC-3454, NULL
MGV-GENOME-0228466_22, VPC-1916, Siphoviridae
MGV-GENOME-0327375_39, VPC-152, NULL
MGV-GENOME-0226304_21, VPC-287, NULL
MGV-GENOME-0258744_16, VPC-484, NULL
MGV-GENOME-0320606_25, VPC-1219, Siphoviridae
MGV-GENOME-0262276_39, VPC-23094, Siphoviridae
MGV-GENOME-0229810_12, VPC-8, NULL
MGV-GENOME-0202690_27, VPC-8, Siphoviridae
MGV-GENOME-0250680_32, VPC-787, Siphoviridae
MGV-GENOME-0195462_15, VPC-307, Siphoviridae
MGV-GENOME-0314073_44, VPC-17652, NULL
MGV-GENOME-0300865_36, VPC-5791, Myoviridae
MGV-GENOME-4434870_11, VPC-3444, NULL
MGV-GENOME-0308875_28, VPC-885, Myoviridae
MGV-GENOME-0219048_12, VPC-152, Siphoviridae
MGV-GENOME-0307125_4, VPC-5147, Siphoviridae
MGV-GENOME-0183157_4, VPC-27, Myoviridae
MGV-GENOME-0193185_11, VPC-42965, Siphoviridae
MGV-GENOME-0196688_27, VPC-287, NULL
MGV-GENOME-0213553_6, VPC-1219, NULL
MGV-GENOME-0210068_27, VPC-27, Myoviridae
MGV-GENOME-0266970_24, VPC-358, Siphoviridae
MGV-GENOME-0276814_46, VPC-307, Siphoviridae
MGV-GENOME-0300978_26, VPC-1387, Siphoviridae
MGV-GENOME-0286493_40, VPC-9, Siphoviridae
MGV-GENOME-0262306_6, VPC-92756, Siphoviridae
MGV-GENOME-0133518_23, VPC-8, Siphoviridae
MGV-GENOME-0313944_49, VPC-27, Myoviridae
MGV-GENOME-0348753_69, VPC-69, Siphoviridae
MGV-GENOME-0181445_20, VPC-4560, Siphoviridae
MGV-GENOME-0306585_27, VPC-27, Myoviridae
MGV-GENOME-0331706_31, VPC-27, Myoviridae
MGV-GENOME-0369532_21, VPC-3444, NULL
MGV-GENOME-0310437_25, VPC-1589, NULL
MGV-GENOME-0282096_28, VPC-21761, NULL
MGV-GENOME-0191998_26, VPC-40585, Siphoviridae
MGV-GENOME-0336552_29, VPC-287, NULL
MGV-GENOME-0219176_40, VPC-152, crAss-phage
MGV-GENOME-0343316_51, VPC-744, Siphoviridae
MGV-GENOME-0211753_26, VPC-8, NULL
MGV-GENOME-0360982_36, VPC-268, NULL
MGV-GENOME-0217292_42, VPC-69, Siphoviridae
MGV-GENOME-0179655_14, VPC-1718, Myoviridae
MGV-GENOME-0306296_31, VPC-744, NULL
MGV-GENOME-0304150_21, VPC-1589, NULL
MGV-GENOME-0171804_21, VPC-1988, Siphoviridae
MGV-GENOME-0315097_23, VPC-307, Siphoviridae
MGV-GENOME-0302452_34, VPC-283, Siphoviridae
MGV-GENOME-0359250_121, VPC-9, Siphoviridae
MGV-GENOME-0329069_31, VPC-1988, Siphoviridae
MGV-GENOME-0151528_16, VPC-8, Siphoviridae
MGV-GENOME-0243276_39, VPC-9, NULL
MGV-GENOME-0279163_11, VPC-11939, NULL
MGV-GENOME-0106298_16, VPC-8, Siphoviridae
MGV-GENOME-0245762_28, VPC-27, Myoviridae
MGV-GENOME-0301032_42, VPC-656, Myoviridae
MGV-GENOME-0219618_40, VPC-27, Myoviridae
MGV-GENOME-0358969_36, VPC-152, NULL
MGV-GENOME-0365520_45, VPC-152, NULL
MGV-GENOME-0132701_11, VPC-283, Siphoviridae
MGV-GENOME-0196246_22, VPC-885, Myoviridae
MGV-GENOME-4423070_34, VPC-27, Myoviridae
MGV-GENOME-0360093_26, VPC-9, NULL
MGV-GENOME-0249325_41, VPC-287, NULL
MGV-GENOME-0359515_61, VPC-1589, NULL
MGV-GENOME-0292028_28, VPC-562, NULL
MGV-GENOME-0324213_34, VPC-4196, NULL
MGV-GENOME-0244349_37, VPC-502, Myoviridae
MGV-GENOME-0323736_47, VPC-54020, NULL
MGV-GENOME-0244641_24, VPC-8, Siphoviridae
MGV-GENOME-0125180_23, VPC-8, Siphoviridae
MGV-GENOME-0318614_28, VPC-27, Myoviridae
MGV-GENOME-0321202_69, VPC-9, NULL
MGV-GENOME-0339550_41, VPC-13764, Siphoviridae
MGV-GENOME-0320982_10, VPC-69, Siphoviridae
MGV-GENOME-0211706_26, VPC-8, Siphoviridae
MGV-GENOME-0298516_48, VPC-3454, Myoviridae
MGV-GENOME-0313486_32, VPC-268, NULL
MGV-GENOME-0351565_24, VPC-656, NULL
MGV-GENOME-0226979_6, VPC-9, NULL
MGV-GENOME-0266348_18, VPC-268, NULL
MGV-GENOME-0339657_66, VPC-268, NULL
MGV-GENOME-0353857_60, VPC-713, Siphoviridae
MGV-GENOME-0221874_35, VPC-8, Siphoviridae
MGV-GENOME-0202277_28, VPC-8, Siphoviridae
MGV-GENOME-0334317_82, VPC-484, NULL
MGV-GENOME-0286006_59, VPC-23996, Siphoviridae
MGV-GENOME-0289971_8, VPC-885, Myoviridae
MGV-GENOME-0345793_53, VPC-1589, NULL
MGV-GENOME-0302845_75, VPC-125639, Myoviridae
MGV-GENOME-0305542_9, VPC-656, NULL
MGV-GENOME-0308165_27, VPC-287, NULL
MGV-GENOME-0213245_31, VPC-8406, Siphoviridae
MGV-GENOME-0316956_37, VPC-27, Myoviridae
MGV-GENOME-0186593_29, VPC-27, Myoviridae
MGV-GENOME-0252530_22, VPC-8406, Siphoviridae
MGV-GENOME-0279380_26, VPC-268, NULL
MGV-GENOME-0239550_16, VPC-8, NULL
MGV-GENOME-0287749_63, VPC-23996, NULL
MGV-GENOME-0222684_48, VPC-8, Siphoviridae
MGV-GENOME-0324346_35, VPC-152, NULL
MGV-GENOME-0258822_40, VPC-1964, Myoviridae
MGV-GENOME-0160717_8, VPC-5885, Myoviridae
MGV-GENOME-4401503_1, VPC-9, NULL
MGV-GENOME-0157267_12, VPC-307, Siphoviridae
MGV-GENOME-0306207_69, VPC-27, Myoviridae
MGV-GENOME-0237558_19, VPC-307, Siphoviridae
MGV-GENOME-0285520_19, VPC-358, NULL
MGV-GENOME-0344360_56, VPC-1964, Myoviridae
MGV-GENOME-0274674_24, VPC-502, NULL
MGV-GENOME-0215661_15, VPC-4560, Siphoviridae
MGV-GENOME-0148621_27, VPC-787, Siphoviridae
MGV-GENOME-0173052_21, VPC-358, Siphoviridae
MGV-GENOME-0327122_41, VPC-152, NULL
MGV-GENOME-0258890_24, VPC-23094, NULL
MGV-GENOME-0214446_3, VPC-6766, NULL
MGV-GENOME-0176432_24, VPC-4560, Siphoviridae
MGV-GENOME-0360069_137, VPC-69, Siphoviridae
MGV-GENOME-0220228_47, VPC-9, NULL
MGV-GENOME-0318940_35, VPC-152, NULL
MGV-GENOME-0289341_42, VPC-562, NULL
MGV-GENOME-0279883_53, VPC-787, Siphoviridae
MGV-GENOME-0337967_45, VPC-1964, Myoviridae
MGV-GENOME-0201370_5, VPC-562, Myoviridae
MGV-GENOME-0308615_38, VPC-885, Myoviridae
MGV-GENOME-0180861_4, VPC-27, Myoviridae
MGV-GENOME-0324910_18, VPC-69, Siphoviridae
MGV-GENOME-0245987_3, VPC-8, Siphoviridae
MGV-GENOME-0203944_39, VPC-9, Siphoviridae
MGV-GENOME-0089251_15, VPC-8, Siphoviridae
MGV-GENOME-0326191_31, VPC-287, NULL
MGV-GENOME-0113091_11, VPC-307, Siphoviridae
MGV-GENOME-4397980_29, VPC-20054, Siphoviridae
MGV-GENOME-0337085_70, VPC-12417, NULL
MGV-GENOME-0314533_32, VPC-268, Siphoviridae
MGV-GENOME-0230922_10, VPC-9, Siphoviridae
MGV-GENOME-0309772_36, VPC-27, Myoviridae
MGV-GENOME-0157247_14, VPC-8, Siphoviridae
MGV-GENOME-0331050_38, VPC-358, NULL
MGV-GENOME-0326070_15, VPC-9, NULL
MGV-GENOME-0232112_14, VPC-3984, Siphoviridae
MGV-GENOME-0064433_3, VPC-2755, Siphoviridae
MGV-GENOME-0292482_56, VPC-9, Siphoviridae
MGV-GENOME-0300798_72, VPC-45573, Myoviridae
MGV-GENOME-0223733_7, VPC-27, Myoviridae
MGV-GENOME-0233110_14, VPC-9, NULL
MGV-GENOME-0350424_43, VPC-152, NULL
MGV-GENOME-0203255_10, VPC-885, Myoviridae
MGV-GENOME-0233870_15, VPC-69, Siphoviridae
MGV-GENOME-0275218_42, VPC-11010, Siphoviridae
MGV-GENOME-0324628_45, VPC-27, Myoviridae
MGV-GENOME-0340263_90, VPC-484, NULL
MGV-GENOME-0361011_20, VPC-69, Siphoviridae
MGV-GENOME-0240966_40, VPC-30484, NULL
MGV-GENOME-0325444_34, VPC-3454, Myoviridae
MGV-GENOME-0294190_20, VPC-1718, Myoviridae
MGV-GENOME-0318485_22, VPC-358, Siphoviridae
MGV-GENOME-0341807_24, VPC-502, NULL
MGV-GENOME-4404809_27, VPC-287, NULL
MGV-GENOME-0293733_20, VPC-1387, Siphoviridae
MGV-GENOME-0205531_30, VPC-27, Myoviridae
MGV-GENOME-0350383_35, VPC-744, NULL
MGV-GENOME-0250583_1, VPC-484, NULL
MGV-GENOME-0320691_16, VPC-9, Siphoviridae
MGV-GENOME-0250244_23, VPC-307, Myoviridae
MGV-GENOME-0334809_8, VPC-484, NULL
MGV-GENOME-0136076_10, VPC-8, Siphoviridae
MGV-GENOME-4406611_7, VPC-268, Siphoviridae
MGV-GENOME-0315594_64, VPC-27, Myoviridae
MGV-GENOME-0309488_6, VPC-4591, Siphoviridae
MGV-GENOME-0280001_35, VPC-1589, Siphoviridae
MGV-GENOME-0267410_51, VPC-787, Siphoviridae
MGV-GENOME-0267544_18, VPC-562, Myoviridae
MGV-GENOME-0338971_36, VPC-9, Siphoviridae
MGV-GENOME-0350063_4, VPC-9, Siphoviridae
MGV-GENOME-0257919_23, VPC-29351, Siphoviridae
MGV-GENOME-0192448_19, VPC-287, NULL
MGV-GENOME-0325322_41, VPC-713, Siphoviridae
MGV-GENOME-0223128_17, VPC-8, NULL
MGV-GENOME-0348589_27, VPC-17951, NULL
MGV-GENOME-0279538_16, VPC-9, NULL
MGV-GENOME-0327466_78, VPC-9, Siphoviridae
MGV-GENOME-0222336_27, VPC-8406, Siphoviridae
MGV-GENOME-0312230_10, VPC-69, Siphoviridae
MGV-GENOME-0299621_37, VPC-27, NULL
MGV-GENOME-0288325_4, VPC-4562, Siphoviridae
MGV-GENOME-0267842_38, VPC-885, Myoviridae
MGV-GENOME-0328558_39, VPC-152, NULL
MGV-GENOME-0181077_7, VPC-7295, Siphoviridae
MGV-GENOME-0327323_68, VPC-9, NULL
MGV-GENOME-0308936_59, VPC-69, Siphoviridae
MGV-GENOME-0220497_20, VPC-17246, NULL
MGV-GENOME-4430362_42, VPC-5885, NULL
MGV-GENOME-0283983_25, VPC-268, NULL
MGV-GENOME-4410852_10, VPC-8, Siphoviridae
MGV-GENOME-0203118_40, VPC-27, Myoviridae
MGV-GENOME-0345299_41, VPC-268, NULL
MGV-GENOME-0207044_26, VPC-283, Siphoviridae
MGV-GENOME-0328292_22, VPC-9, NULL
MGV-GENOME-0206446_3, VPC-6766, NULL
MGV-GENOME-0282570_19, VPC-27, Myoviridae
MGV-GENOME-0270771_29, VPC-787, Siphoviridae
MGV-GENOME-0313849_50, VPC-502, Myoviridae
MGV-GENOME-0262607_28, VPC-562, NULL
MGV-GENOME-0241692_28, VPC-307, Siphoviridae
MGV-GENOME-0169174_31, VPC-8543, Siphoviridae
MGV-GENOME-0137707_8, VPC-283, Siphoviridae
MGV-GENOME-0261287_39, VPC-287, NULL
MGV-GENOME-0246444_22, VPC-287, NULL
MGV-GENOME-0181194_29, VPC-27, Myoviridae
MGV-GENOME-0299846_12, VPC-268, Siphoviridae
MGV-GENOME-0306537_45, VPC-16128, Myoviridae
MGV-GENOME-0252763_65, VPC-8, Siphoviridae
MGV-GENOME-0353186_69, VPC-9, NULL
MGV-GENOME-0170953_22, VPC-8, Siphoviridae
MGV-GENOME-0255135_21, VPC-1219, Siphoviridae
MGV-GENOME-0180685_31, VPC-8, Siphoviridae
MGV-GENOME-0324452_28, VPC-4562, NULL
MGV-GENOME-0225681_32, VPC-8, NULL
MGV-GENOME-0200127_18, VPC-8, Siphoviridae
MGV-GENOME-0298401_31, VPC-502, Myoviridae
MGV-GENOME-0288197_30, VPC-8, Siphoviridae
MGV-GENOME-0147767_1, VPC-8, Siphoviridae
MGV-GENOME-0288592_24, VPC-27, Myoviridae
MGV-GENOME-0379656_91, VPC-9, NULL
MGV-GENOME-0206501_25, VPC-283, Siphoviridae
MGV-GENOME-0328208_35, VPC-152, NULL
MGV-GENOME-0328105_62, VPC-9, Siphoviridae
MGV-GENOME-0201747_29, VPC-268, NULL
MGV-GENOME-0156571_17, VPC-1916, NULL
MGV-GENOME-0300144_26, VPC-9, NULL
MGV-GENOME-0294356_51, VPC-1718, Myoviridae
MGV-GENOME-0116522_16, VPC-2755, Siphoviridae
MGV-GENOME-0355032_31, VPC-3444, NULL
MGV-GENOME-0141012_17, VPC-8, Siphoviridae
MGV-GENOME-0262375_43, VPC-787, Siphoviridae
MGV-GENOME-0216709_13, VPC-287, NULL
MGV-GENOME-0310692_8, VPC-885, Myoviridae
MGV-GENOME-0291235_31, VPC-502, NULL
MGV-GENOME-0173120_24, VPC-9, Siphoviridae
MGV-GENOME-0211241_23, VPC-656, NULL
MGV-GENOME-0183285_25, VPC-8, Siphoviridae
MGV-GENOME-0122187_12, VPC-8, Siphoviridae
MGV-GENOME-0212235_35, VPC-27, Myoviridae
MGV-GENOME-0336147_28, VPC-152, NULL
MGV-GENOME-0341070_19, VPC-484, NULL
MGV-GENOME-0209459_10, VPC-27, Myoviridae
MGV-GENOME-0246147_33, VPC-4560, Siphoviridae
MGV-GENOME-0350102_122, VPC-4562, NULL
MGV-GENOME-4410764_40, VPC-484, NULL
MGV-GENOME-0108285_22, VPC-2755, Siphoviridae
MGV-GENOME-0197545_27, VPC-307, Siphoviridae
MGV-GENOME-0282238_34, VPC-562, NULL
MGV-GENOME-0144269_26, VPC-8, Siphoviridae
MGV-GENOME-0228708_28, VPC-27, Myoviridae
MGV-GENOME-0334396_27, VPC-152, NULL
MGV-GENOME-0295825_32, VPC-562, NULL
MGV-GENOME-0365449_57, VPC-484, NULL
MGV-GENOME-0283229_25, VPC-502, Myoviridae
MGV-GENOME-0209762_7, VPC-152, NULL
MGV-GENOME-0187616_19, VPC-27, Myoviridae
MGV-GENOME-0268983_38, VPC-27, Myoviridae
MGV-GENOME-0191552_15, VPC-27851, Siphoviridae
MGV-GENOME-0314311_39, VPC-152, NULL
MGV-GENOME-0226598_34, VPC-17246, NULL
MGV-GENOME-0234790_24, VPC-283, Siphoviridae
MGV-GENOME-0203710_13, VPC-1387, Siphoviridae
MGV-GENOME-0326661_50, VPC-8327, Siphoviridae
MGV-GENOME-4406573_17, VPC-562, Myoviridae
MGV-GENOME-0220146_25, VPC-8, Siphoviridae
MGV-GENOME-0118739_17, VPC-2755, Siphoviridae
MGV-GENOME-0243450_37, VPC-562, Myoviridae
MGV-GENOME-0356186_29, VPC-268, NULL
MGV-GENOME-0176941_4, VPC-307, Siphoviridae
MGV-GENOME-0285366_3, VPC-152, NULL
MGV-GENOME-0214766_33, VPC-4560, Siphoviridae
MGV-GENOME-0316165_36, VPC-17652, NULL
MGV-GENOME-0322038_16, VPC-9, NULL
MGV-GENOME-0316805_32, VPC-656, NULL
MGV-GENOME-0228606_27, VPC-8, Siphoviridae
MGV-GENOME-0182924_2, VPC-502, Myoviridae
MGV-GENOME-0328135_48, VPC-69, Siphoviridae
MGV-GENOME-0158582_13, VPC-1916, NULL
MGV-GENOME-0370253_10, VPC-3444, NULL
MGV-GENOME-0247609_41, VPC-27, Myoviridae
MGV-GENOME-0298612_30, VPC-744, Siphoviridae
MGV-GENOME-4423993_32, VPC-268, Siphoviridae
MGV-GENOME-0361412_71, VPC-13707, NULL
MGV-GENOME-0309171_56, VPC-4562, NULL
MGV-GENOME-0338653_82, VPC-484, NULL
MGV-GENOME-0228139_28, VPC-787, Siphoviridae
MGV-GENOME-0275118_27, VPC-484, NULL
MGV-GENOME-0166508_23, VPC-562, NULL
MGV-GENOME-0129898_21, VPC-2755, Siphoviridae
MGV-GENOME-0244639_19, VPC-8, Siphoviridae
MGV-GENOME-0198297_20, VPC-307, Siphoviridae
MGV-GENOME-0369679_136, VPC-3444, NULL
MGV-GENOME-0232804_63, VPC-7371, Siphoviridae
MGV-GENOME-0139442_4, VPC-358, Siphoviridae
MGV-GENOME-0283813_12, VPC-287, Siphoviridae
MGV-GENOME-0205646_27, VPC-656, NULL
MGV-GENOME-0330550_9, VPC-69, Siphoviridae
MGV-GENOME-0310264_37, VPC-268, NULL
MGV-GENOME-0201955_40, VPC-8, Siphoviridae
MGV-GENOME-0256627_22, VPC-1718, Myoviridae
MGV-GENOME-4352315_11, VPC-8, NULL
MGV-GENOME-0308315_39, VPC-27, Myoviridae
MGV-GENOME-0325494_37, VPC-9, NULL
MGV-GENOME-0218057_11, VPC-8016, Myoviridae
MGV-GENOME-0319697_39, VPC-885, Myoviridae
MGV-GENOME-0162204_17, VPC-8, NULL
MGV-GENOME-0324745_43, VPC-152, NULL
MGV-GENOME-0301453_48, VPC-484, NULL
MGV-GENOME-0266093_22, VPC-713, Siphoviridae
MGV-GENOME-0189214_13, VPC-1219, Siphoviridae
MGV-GENOME-0312856_35, VPC-152, NULL
MGV-GENOME-0166599_29, VPC-502, Myoviridae
MGV-GENOME-0211239_27, VPC-502, NULL
MGV-GENOME-0321629_80, VPC-9, Siphoviridae
MGV-GENOME-0363805_60, VPC-484, NULL
MGV-GENOME-0329506_12, VPC-69, Siphoviridae
MGV-GENOME-0146396_15, VPC-8406, Siphoviridae
MGV-GENOME-0249898_27, VPC-713, Siphoviridae
MGV-GENOME-0255636_25, VPC-1988, Siphoviridae
MGV-GENOME-0348731_65, VPC-69, Siphoviridae
MGV-GENOME-0319406_32, VPC-268, NULL
MGV-GENOME-0137531_19, VPC-287, NULL
MGV-GENOME-0014459_12, VPC-2755, Siphoviridae
MGV-GENOME-0334037_11, VPC-69, Siphoviridae
MGV-GENOME-0230415_18, VPC-787, Siphoviridae
MGV-GENOME-0288446_35, VPC-9, NULL
MGV-GENOME-0263813_63, VPC-9, Siphoviridae
MGV-GENOME-0313914_37, VPC-713, Siphoviridae
MGV-GENOME-0235327_33, VPC-1964, NULL
MGV-GENOME-0222198_23, VPC-8, NULL
MGV-GENOME-0320321_3, VPC-3984, NULL
MGV-GENOME-0228485_14, VPC-713, Siphoviridae
MGV-GENOME-0241126_29, VPC-787, Siphoviridae
MGV-GENOME-0304873_65, VPC-62598, NULL
MGV-GENOME-0228420_20, VPC-8, NULL
MGV-GENOME-0333255_49, VPC-1964, Myoviridae
MGV-GENOME-0332665_39, VPC-152, NULL
MGV-GENOME-0328412_28, VPC-27, Myoviridae
MGV-GENOME-0362881_17, VPC-484, NULL
MGV-GENOME-0353850_150, VPC-69, Siphoviridae
MGV-GENOME-0213971_24, VPC-358, Siphoviridae
MGV-GENOME-0224977_10, VPC-656, Myoviridae
MGV-GENOME-0282442_76, VPC-358, NULL
MGV-GENOME-0366195_88, VPC-3444, NULL
MGV-GENOME-0258144_23, VPC-713, Siphoviridae
MGV-GENOME-0118034_13, VPC-1387, Siphoviridae
MGV-GENOME-0296707_6, VPC-46996, Siphoviridae
MGV-GENOME-0323413_2, VPC-9, NULL
MGV-GENOME-0296717_13, VPC-9, NULL
MGV-GENOME-0316420_55, VPC-27, Myoviridae
MGV-GENOME-0309650_61, VPC-69, Siphoviridae
MGV-GENOME-0308125_27, VPC-287, NULL
MGV-GENOME-0316738_24, VPC-3984, NULL
MGV-GENOME-0270060_34, VPC-27851, Siphoviridae
MGV-GENOME-0263445_57, VPC-358, Siphoviridae
MGV-GENOME-0287265_24, VPC-268, NULL
MGV-GENOME-0371887_5, VPC-4196, NULL
MGV-GENOME-0240072_28, VPC-9, Siphoviridae
MGV-GENOME-0325129_85, VPC-9, NULL
MGV-GENOME-0150452_11, VPC-502, NULL
MGV-GENOME-0314354_40, VPC-656, Myoviridae
MGV-GENOME-0248093_49, VPC-14883, Siphoviridae
MGV-GENOME-0316274_30, VPC-1964, NULL
MGV-GENOME-0351906_29, VPC-562, NULL
MGV-GENOME-0253973_37, VPC-484, NULL
MGV-GENOME-0336826_42, VPC-268, NULL
MGV-GENOME-0262603_29, VPC-358, Siphoviridae
MGV-GENOME-0235029_21, VPC-69, Siphoviridae
MGV-GENOME-0237547_19, VPC-8, NULL
MGV-GENOME-4413657_24, VPC-3454, Myoviridae
MGV-GENOME-0189254_28, VPC-8, Siphoviridae
MGV-GENOME-0249383_28, VPC-3454, NULL
MGV-GENOME-0269180_9, VPC-713, Siphoviridae
MGV-GENOME-0193533_11, VPC-287, NULL
MGV-GENOME-0339739_17, VPC-69, Siphoviridae
MGV-GENOME-0261032_20, VPC-787, Siphoviridae
MGV-GENOME-0224431_13, VPC-283, Siphoviridae
MGV-GENOME-0219004_22, VPC-8, Siphoviridae
MGV-GENOME-0232869_30, VPC-287, NULL
MGV-GENOME-0237590_43, VPC-9, NULL
MGV-GENOME-0235385_37, VPC-358, Siphoviridae
MGV-GENOME-0328857_37, VPC-27, Myoviridae
MGV-GENOME-4413597_29, VPC-287, NULL
MGV-GENOME-0299538_38, VPC-1718, Myoviridae
MGV-GENOME-0171820_5, VPC-1988, Siphoviridae
MGV-GENOME-0116131_10, VPC-2755, Siphoviridae
MGV-GENOME-0345986_68, VPC-69, Siphoviridae
MGV-GENOME-0320841_66, VPC-69, Siphoviridae
MGV-GENOME-4402122_38, VPC-6766, Siphoviridae
MGV-GENOME-0269005_28, VPC-27, NULL
MGV-GENOME-0298725_56, VPC-9, NULL
MGV-GENOME-0307558_40, VPC-713, Siphoviridae
MGV-GENOME-0317925_38, VPC-9, NULL
MGV-GENOME-0177606_5, VPC-307, Siphoviridae
MGV-GENOME-0150559_2, VPC-6766, NULL
